ID,duration,wav,wav_format,wav_opts
noise-free-sound-0634_8,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0634_8.wav,wav,
noise-free-sound-0492_0,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0492_0.wav,wav,
noise-free-sound-0084_1,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0084_1.wav,wav,
noise-free-sound-0280_8,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0280_8.wav,wav,
noise-free-sound-0278_4,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0278_4.wav,wav,
noise-free-sound-0842_29,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0842_29.wav,wav,
noise-free-sound-0216_5,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0216_5.wav,wav,
noise-free-sound-0842_53,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0842_53.wav,wav,
noise-free-sound-0497_47,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0497_47.wav,wav,
noise-free-sound-0472_9,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0472_9.wav,wav,
noise-free-sound-0378_1,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0378_1.wav,wav,
noise-free-sound-0245_3,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0245_3.wav,wav,
noise-free-sound-0131_8,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0131_8.wav,wav,
noise-free-sound-0042_56,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0042_56.wav,wav,
noise-free-sound-0441_8,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0441_8.wav,wav,
noise-free-sound-0659_1,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0659_1.wav,wav,
noise-free-sound-0606_15,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0606_15.wav,wav,
noise-free-sound-0567_11,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0567_11.wav,wav,
noise-free-sound-0101_2,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0101_2.wav,wav,
noise-free-sound-0728_6,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0728_6.wav,wav,
noise-free-sound-0677_12,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0677_12.wav,wav,
noise-free-sound-0568_6,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0568_6.wav,wav,
noise-free-sound-0677_0,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0677_0.wav,wav,
noise-free-sound-0301_25,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0301_25.wav,wav,
noise-free-sound-0628_1,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0628_1.wav,wav,
noise-free-sound-0177_6,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0177_6.wav,wav,
noise-free-sound-0497_59,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0497_59.wav,wav,
noise-free-sound-0439_2,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0439_2.wav,wav,
noise-free-sound-0282_6,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0282_6.wav,wav,
noise-free-sound-0105_7,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0105_7.wav,wav,
noise-free-sound-0606_16,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0606_16.wav,wav,
noise-free-sound-0455_9,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0455_9.wav,wav,
noise-free-sound-0073_19,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0073_19.wav,wav,
noise-free-sound-0726_8,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0726_8.wav,wav,
noise-free-sound-0012_4,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0012_4.wav,wav,
noise-free-sound-0105_30,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0105_30.wav,wav,
noise-free-sound-0455_4,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0455_4.wav,wav,
noise-free-sound-0494_10,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0494_10.wav,wav,
noise-free-sound-0436_6,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0436_6.wav,wav,
noise-free-sound-0261_0,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0261_0.wav,wav,
noise-free-sound-0020_10,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0020_10.wav,wav,
noise-free-sound-0510_2,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0510_2.wav,wav,
noise-free-sound-0156_3,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0156_3.wav,wav,
noise-free-sound-0304_4,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0304_4.wav,wav,
noise-free-sound-0684_10,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0684_10.wav,wav,
noise-free-sound-0018_1,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0018_1.wav,wav,
noise-free-sound-0225_0,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0225_0.wav,wav,
noise-free-sound-0358_0,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0358_0.wav,wav,
noise-free-sound-0592_4,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0592_4.wav,wav,
noise-free-sound-0137_13,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0137_13.wav,wav,
noise-free-sound-0754_12,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0754_12.wav,wav,
noise-free-sound-0776_2,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0776_2.wav,wav,
noise-free-sound-0093_0,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0093_0.wav,wav,
noise-free-sound-0461_5,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0461_5.wav,wav,
noise-free-sound-0651_10,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0651_10.wav,wav,
noise-free-sound-0142_0,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0142_0.wav,wav,
noise-free-sound-0242_1,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0242_1.wav,wav,
noise-free-sound-0594_26,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0594_26.wav,wav,
noise-free-sound-0804_9,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0804_9.wav,wav,
noise-free-sound-0261_14,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0261_14.wav,wav,
noise-free-sound-0086_5,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0086_5.wav,wav,
noise-free-sound-0216_4,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0216_4.wav,wav,
noise-free-sound-0497_34,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0497_34.wav,wav,
noise-free-sound-0497_28,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0497_28.wav,wav,
noise-free-sound-0230_1,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0230_1.wav,wav,
noise-free-sound-0580_17,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0580_17.wav,wav,
noise-free-sound-0649_0,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0649_0.wav,wav,
noise-free-sound-0723_9,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0723_9.wav,wav,
noise-free-sound-0841_10,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0841_10.wav,wav,
noise-free-sound-0818_1,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0818_1.wav,wav,
noise-free-sound-0109_5,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0109_5.wav,wav,
noise-free-sound-0382_3,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0382_3.wav,wav,
noise-free-sound-0729_3,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0729_3.wav,wav,
noise-free-sound-0729_26,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0729_26.wav,wav,
noise-free-sound-0545_5,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0545_5.wav,wav,
noise-free-sound-0475_6,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0475_6.wav,wav,
noise-free-sound-0594_11,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0594_11.wav,wav,
noise-free-sound-0743_0,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0743_0.wav,wav,
noise-free-sound-0598_3,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0598_3.wav,wav,
noise-free-sound-0155_9,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0155_9.wav,wav,
noise-free-sound-0795_8,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0795_8.wav,wav,
noise-free-sound-0545_3,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0545_3.wav,wav,
noise-free-sound-0758_1,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0758_1.wav,wav,
noise-free-sound-0819_11,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0819_11.wav,wav,
noise-free-sound-0460_1,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0460_1.wav,wav,
noise-free-sound-0073_6,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0073_6.wav,wav,
noise-free-sound-0235_1,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0235_1.wav,wav,
noise-free-sound-0726_10,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0726_10.wav,wav,
noise-free-sound-0504_5,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0504_5.wav,wav,
noise-free-sound-0489_9,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0489_9.wav,wav,
noise-free-sound-0688_1,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0688_1.wav,wav,
noise-free-sound-0048_62,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0048_62.wav,wav,
noise-free-sound-0842_35,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0842_35.wav,wav,
noise-free-sound-0261_15,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0261_15.wav,wav,
noise-free-sound-0304_3,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0304_3.wav,wav,
noise-free-sound-0334_34,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0334_34.wav,wav,
noise-free-sound-0042_58,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0042_58.wav,wav,
noise-free-sound-0784_0,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0784_0.wav,wav,
noise-free-sound-0308_0,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0308_0.wav,wav,
noise-free-sound-0391_3,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0391_3.wav,wav,
noise-free-sound-0384_1,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0384_1.wav,wav,
noise-free-sound-0715_9,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0715_9.wav,wav,
noise-free-sound-0152_15,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0152_15.wav,wav,
noise-free-sound-0418_7,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0418_7.wav,wav,
noise-free-sound-0545_0,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0545_0.wav,wav,
noise-free-sound-0042_60,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0042_60.wav,wav,
noise-free-sound-0640_4,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0640_4.wav,wav,
noise-free-sound-0137_19,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0137_19.wav,wav,
noise-free-sound-0715_1,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0715_1.wav,wav,
noise-free-sound-0234_9,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0234_9.wav,wav,
noise-free-sound-0230_4,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0230_4.wav,wav,
noise-free-sound-0072_3,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0072_3.wav,wav,
noise-free-sound-0048_30,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0048_30.wav,wav,
noise-free-sound-0105_20,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0105_20.wav,wav,
noise-free-sound-0274,3.96775,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0274.wav,wav,
noise-free-sound-0384_30,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0384_30.wav,wav,
noise-free-sound-0353_0,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0353_0.wav,wav,
noise-free-sound-0304_0,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0304_0.wav,wav,
noise-free-sound-0502_6,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0502_6.wav,wav,
noise-free-sound-0497_8,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0497_8.wav,wav,
noise-free-sound-0613_0,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0613_0.wav,wav,
noise-free-sound-0732_1,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0732_1.wav,wav,
noise-free-sound-0684_11,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0684_11.wav,wav,
noise-free-sound-0628_0,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0628_0.wav,wav,
noise-free-sound-0443_1,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0443_1.wav,wav,
noise-free-sound-0067_2,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0067_2.wav,wav,
noise-free-sound-0172_6,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0172_6.wav,wav,
noise-free-sound-0048_85,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0048_85.wav,wav,
noise-free-sound-0153_4,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0153_4.wav,wav,
noise-free-sound-0652_0,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0652_0.wav,wav,
noise-free-sound-0710_6,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0710_6.wav,wav,
noise-free-sound-0455_24,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0455_24.wav,wav,
noise-free-sound-0042_42,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0042_42.wav,wav,
noise-free-sound-0698_10,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0698_10.wav,wav,
noise-free-sound-0663_0,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0663_0.wav,wav,
noise-free-sound-0173_13,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0173_13.wav,wav,
noise-free-sound-0522_7,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0522_7.wav,wav,
noise-free-sound-0015_0,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0015_0.wav,wav,
noise-free-sound-0384_15,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0384_15.wav,wav,
noise-free-sound-0546_2,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0546_2.wav,wav,
noise-free-sound-0247_6,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/noise/free-sound/noise-free-sound-0247_6.wav,wav,
