ID,duration,wav,wav_format,wav_opts
music-fma-wa-0039_4,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0039_4.wav,wav,
music-fma-wa-0089_0,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0089_0.wav,wav,
music-fma-wa-0004_53,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0004_53.wav,wav,
music-fma-wa-0083_22,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0083_22.wav,wav,
music-fma-wa-0031_42,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0031_42.wav,wav,
music-fma-wa-0056_27,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0056_27.wav,wav,
music-fma-wa-0084_30,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0084_30.wav,wav,
music-fma-wa-0032_25,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0032_25.wav,wav,
music-fma-wa-0019_28,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0019_28.wav,wav,
music-fma-wa-0057_33,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0057_33.wav,wav,
music-fma-wa-0052_16,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0052_16.wav,wav,
music-fma-wa-0052_15,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0052_15.wav,wav,
music-fma-wa-0065_42,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0065_42.wav,wav,
music-fma-wa-0032_11,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0032_11.wav,wav,
music-fma-wa-0024_29,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0024_29.wav,wav,
music-fma-wa-0088_4,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0088_4.wav,wav,
music-fma-wa-0026_22,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0026_22.wav,wav,
music-fma-wa-0075_24,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0075_24.wav,wav,
music-fma-wa-0031_26,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0031_26.wav,wav,
music-fma-wa-0062_62,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0062_62.wav,wav,
music-fma-wa-0026_24,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0026_24.wav,wav,
music-fma-wa-0030_56,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0030_56.wav,wav,
music-fma-wa-0009_10,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0009_10.wav,wav,
music-fma-wa-0038_14,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0038_14.wav,wav,
music-fma-wa-0013_32,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0013_32.wav,wav,
music-fma-wa-0038_77,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0038_77.wav,wav,
music-fma-wa-0051_12,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0051_12.wav,wav,
music-fma-wa-0039_37,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0039_37.wav,wav,
music-fma-wa-0005_24,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0005_24.wav,wav,
music-fma-wa-0089_25,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0089_25.wav,wav,
music-fma-wa-0029_11,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0029_11.wav,wav,
music-fma-wa-0043_39,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0043_39.wav,wav,
music-fma-wa-0043_67,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0043_67.wav,wav,
music-fma-wa-0036_24,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0036_24.wav,wav,
music-fma-wa-0020_3,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0020_3.wav,wav,
music-fma-wa-0089_22,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0089_22.wav,wav,
music-fma-wa-0016_76,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0016_76.wav,wav,
music-fma-wa-0064_21,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0064_21.wav,wav,
music-fma-wa-0056_55,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0056_55.wav,wav,
music-fma-wa-0034_118,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0034_118.wav,wav,
music-fma-wa-0023_9,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0023_9.wav,wav,
music-fma-wa-0029_63,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0029_63.wav,wav,
music-fma-wa-0007_54,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0007_54.wav,wav,
music-fma-wa-0049_12,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0049_12.wav,wav,
music-fma-wa-0090_17,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0090_17.wav,wav,
music-fma-wa-0011_11,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0011_11.wav,wav,
music-fma-wa-0043_51,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0043_51.wav,wav,
music-fma-wa-0030_53,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0030_53.wav,wav,
music-fma-wa-0032_44,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0032_44.wav,wav,
music-fma-wa-0090_28,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0090_28.wav,wav,
music-fma-wa-0027_3,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0027_3.wav,wav,
music-fma-wa-0039_0,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0039_0.wav,wav,
music-fma-wa-0029_3,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0029_3.wav,wav,
music-fma-wa-0044_17,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0044_17.wav,wav,
music-fma-wa-0042_20,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0042_20.wav,wav,
music-fma-wa-0058_5,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0058_5.wav,wav,
music-fma-wa-0075_2,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0075_2.wav,wav,
music-fma-wa-0010_45,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0010_45.wav,wav,
music-fma-wa-0043_32,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0043_32.wav,wav,
music-fma-wa-0054_6,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0054_6.wav,wav,
music-fma-wa-0003_22,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0003_22.wav,wav,
music-fma-wa-0054_36,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0054_36.wav,wav,
music-fma-wa-0034_57,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0034_57.wav,wav,
music-fma-wa-0074_7,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0074_7.wav,wav,
music-fma-wa-0068_9,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0068_9.wav,wav,
music-fma-wa-0057_32,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0057_32.wav,wav,
music-fma-wa-0057_39,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0057_39.wav,wav,
music-fma-wa-0037_3,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0037_3.wav,wav,
music-fma-wa-0038_4,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0038_4.wav,wav,
music-fma-wa-0071_14,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0071_14.wav,wav,
music-fma-wa-0040_45,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0040_45.wav,wav,
music-fma-wa-0034_32,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0034_32.wav,wav,
music-fma-wa-0054_19,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0054_19.wav,wav,
music-fma-wa-0002_10,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0002_10.wav,wav,
music-fma-wa-0043_27,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0043_27.wav,wav,
music-fma-wa-0054_37,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0054_37.wav,wav,
music-fma-wa-0085_9,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0085_9.wav,wav,
music-fma-wa-0030_3,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0030_3.wav,wav,
music-fma-wa-0044_65,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0044_65.wav,wav,
music-fma-wa-0082_34,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0082_34.wav,wav,
music-fma-wa-0038_45,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0038_45.wav,wav,
music-fma-wa-0080_9,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0080_9.wav,wav,
music-fma-wa-0024_2,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0024_2.wav,wav,
music-fma-wa-0064_26,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0064_26.wav,wav,
music-fma-wa-0082_16,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0082_16.wav,wav,
music-fma-wa-0003_3,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0003_3.wav,wav,
music-fma-wa-0009_16,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0009_16.wav,wav,
music-fma-wa-0056_49,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0056_49.wav,wav,
music-fma-wa-0055_3,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0055_3.wav,wav,
music-fma-wa-0030_36,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0030_36.wav,wav,
music-fma-wa-0021_18,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0021_18.wav,wav,
music-fma-wa-0049_9,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0049_9.wav,wav,
music-fma-wa-0078_25,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0078_25.wav,wav,
music-fma-wa-0006_0,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0006_0.wav,wav,
music-fma-wa-0044_31,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0044_31.wav,wav,
music-fma-wa-0081_35,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0081_35.wav,wav,
music-fma-wa-0064_38,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0064_38.wav,wav,
music-fma-wa-0026_20,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0026_20.wav,wav,
music-fma-wa-0050_10,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0050_10.wav,wav,
music-fma-wa-0073_5,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0073_5.wav,wav,
music-fma-wa-0015_61,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0015_61.wav,wav,
music-fma-wa-0039_9,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0039_9.wav,wav,
music-fma-wa-0021_4,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0021_4.wav,wav,
music-fma-wa-0011_10,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0011_10.wav,wav,
music-fma-wa-0046_57,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0046_57.wav,wav,
music-fma-wa-0060_76,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0060_76.wav,wav,
music-fma-wa-0004_16,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0004_16.wav,wav,
music-fma-wa-0035_33,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0035_33.wav,wav,
music-fma-wa-0044_114,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0044_114.wav,wav,
music-fma-wa-0071_17,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0071_17.wav,wav,
music-fma-wa-0039_26,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0039_26.wav,wav,
music-fma-wa-0040_56,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0040_56.wav,wav,
music-fma-wa-0022_19,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0022_19.wav,wav,
music-fma-wa-0010_41,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0010_41.wav,wav,
music-fma-wa-0084_43,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0084_43.wav,wav,
music-fma-wa-0020_16,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0020_16.wav,wav,
music-fma-wa-0044_4,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0044_4.wav,wav,
music-fma-wa-0064_25,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0064_25.wav,wav,
music-fma-wa-0088_8,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0088_8.wav,wav,
music-fma-wa-0050_11,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0050_11.wav,wav,
music-fma-wa-0032_8,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0032_8.wav,wav,
music-fma-wa-0083_26,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0083_26.wav,wav,
music-fma-wa-0008_38,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0008_38.wav,wav,
music-fma-wa-0069_1,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0069_1.wav,wav,
music-fma-wa-0023_33,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0023_33.wav,wav,
music-fma-wa-0030_64,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0030_64.wav,wav,
music-fma-wa-0037_25,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0037_25.wav,wav,
music-fma-wa-0026_25,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0026_25.wav,wav,
music-fma-wa-0047_7,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0047_7.wav,wav,
music-fma-wa-0038_67,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0038_67.wav,wav,
music-fma-wa-0032_78,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0032_78.wav,wav,
music-fma-wa-0031_64,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0031_64.wav,wav,
music-fma-wa-0016_56,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0016_56.wav,wav,
music-fma-wa-0028_21,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0028_21.wav,wav,
music-fma-wa-0003_16,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0003_16.wav,wav,
music-fma-wa-0013_0,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0013_0.wav,wav,
music-fma-wa-0033_23,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0033_23.wav,wav,
music-fma-wa-0010_21,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0010_21.wav,wav,
music-fma-wa-0062_55,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0062_55.wav,wav,
music-fma-wa-0034_96,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0034_96.wav,wav,
music-fma-wa-0040_71,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0040_71.wav,wav,
music-fma-wa-0087_14,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0087_14.wav,wav,
music-fma-wa-0054_18,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0054_18.wav,wav,
music-fma-wa-0018_0,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0018_0.wav,wav,
music-fma-wa-0010_50,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0010_50.wav,wav,
music-fma-wa-0034_36,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0034_36.wav,wav,
music-fma-wa-0038_41,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0038_41.wav,wav,
music-fma-wa-0013_44,5.0,/media/alex/extra_memory/speechbrain_dataset/musan/music/fma-western-art/music-fma-wa-0013_44.wav,wav,
